Exchange Date,Close,Implied Volatility,Delta,Theta,Gamma,Open Interest,Rho,Vega,Strike Price,Days to Maturity,Close_Index,Log Forward Moneyness
2023-11-14,267.6,13.4,-0.7,-0.1,0.0,0.0,-13.5,10.1,4550,157,4291.72,0.04437416852186488
2023-11-14,380.1,13.5,-0.8,0.1,0.0,1.0,-16.2,8.6,4700,157,4291.72,0.07680944427501867
2023-11-15,224.1,14.0,-0.6,-0.2,0.0,2.0,-11.9,11.2,4500,156,4315.53,0.027881362026119252
2023-11-15,288.5,13.8,-0.7,-0.1,0.0,0.0,-13.9,10.2,4600,156,4315.53,0.049860268744894506
2023-11-15,563.6,15.8,-0.9,0.1,0.0,0.0,-18.2,6.5,4925,156,4315.53,0.11812823987389737
2023-11-15,449.2,14.7,-0.8,0.0,0.0,1.0,-16.9,8.7,4800,156,4315.53,0.09241988316369046
2023-11-15,540.2,15.5,-0.9,0.1,0.0,0.0,-18.0,6.5,4900,156,4315.53,0.11303917036642594
2023-11-15,364.3,14.0,-0.8,0.0,0.0,1.0,-15.6,8.4,4700,156,4315.53,0.0713664739658581
2023-11-15,494.2,15.1,-0.8,0.2,0.0,0.0,-17.5,6.4,4850,156,4315.53,0.10278267019923694
2023-11-15,325.1,14.0,-0.7,-0.1,0.0,0.0,-14.8,10.4,4650,156,4315.53,0.060671184849110035
2023-11-15,634.6,16.8,-0.9,0.1,0.0,0.0,-18.8,6.5,5000,156,4315.53,0.1332418776839454
2023-11-15,254.7,13.9,-0.6,-0.1,0.0,0.0,-12.9,9.9,4550,156,4315.53,0.038931198212704125
2023-11-15,405.8,14.3,-0.8,0.0,0.0,0.0,-16.3,8.6,4750,156,4315.53,0.08194858329639494
2023-11-16,555.0,16.0,-0.9,0.1,0.0,0.0,-17.9,6.4,4900,155,4302.45,0.11616427586118064
2023-11-16,578.5,16.3,-0.9,0.1,0.0,0.0,-18.1,6.4,4925,155,4302.45,0.12125334536865183
2023-11-16,265.2,14.1,-0.7,-0.1,0.0,0.0,-13.0,9.9,4550,155,4302.45,0.04205630370745881
2023-11-16,233.5,14.2,-0.6,-0.2,0.0,2.0,-12.1,11.2,4500,155,4302.45,0.031006467520873812
2023-11-16,649.7,17.3,-0.9,0.1,0.0,0.0,-18.6,6.4,5000,155,4302.45,0.13636698317870014
2023-11-16,299.9,14.1,-0.7,-0.1,0.0,0.0,-14.0,10.1,4600,155,4302.45,0.0529853742396491
2023-11-16,419.4,14.6,-0.8,0.0,0.0,0.0,-16.3,8.5,4750,155,4302.45,0.08507368879114949
2023-11-16,508.7,15.5,-0.8,0.1,0.0,0.0,-17.4,6.3,4850,155,4302.45,0.10590777569399153
2023-11-16,337.3,14.3,-0.7,0.0,0.0,0.0,-14.8,8.2,4650,155,4302.45,0.06379629034386454
2023-11-16,463.4,15.2,-0.8,0.1,0.0,1.0,-16.9,8.6,4800,155,4302.45,0.09554498865844492
2023-11-16,377.2,14.3,-0.8,0.0,0.0,1.0,-15.6,8.4,4700,155,4302.45,0.07449157946061252
2023-11-17,208.4,13.9,-0.6,-0.2,0.0,2.0,-11.3,11.1,4500,154,4340.77,0.02222893271730706
2023-11-17,385.5,14.1,-0.8,0.0,0.0,0.0,-15.9,8.5,4750,154,4340.77,0.07629615398758281
2023-11-17,519.0,15.5,-0.8,0.1,0.0,0.0,-17.6,6.4,4900,154,4340.77,0.10738674105761378
2023-11-17,473.2,15.0,-0.8,0.1,0.0,0.0,-17.1,6.3,4850,154,4340.77,0.09713024089042473
2023-11-17,613.3,16.7,-0.9,0.1,0.0,0.0,-18.4,6.5,5000,154,4340.77,0.12758944837513334
2023-11-17,306.2,13.8,-0.7,-0.1,0.0,0.0,-14.3,10.3,4650,154,4340.77,0.0550187555402978
2023-11-17,428.5,14.5,-0.8,0.0,0.0,1.0,-16.5,8.6,4800,154,4340.77,0.08676745385487818
2023-11-17,237.8,13.9,-0.6,-0.2,0.0,0.0,-12.4,11.4,4550,154,4340.77,0.03327876890389199
2023-11-17,542.3,15.8,-0.9,0.1,0.0,0.0,-17.8,6.4,4925,154,4340.77,0.11247581056508514
2023-11-17,270.5,13.7,-0.7,-0.1,0.0,0.0,-13.3,10.0,4600,154,4340.77,0.04420783943608222
2023-11-17,344.6,13.9,-0.7,0.0,0.0,1.0,-15.1,8.3,4700,154,4340.77,0.06571404465704572
2023-11-20,300.9,13.4,-0.7,-0.1,0.0,0.0,-14.2,10.3,4650,151,4342.41,0.05490978086403759
2023-11-20,422.9,13.9,-0.8,0.2,0.0,1.0,-16.4,6.3,4800,151,4342.41,0.08665847917861791
2023-11-20,232.8,13.5,-0.6,-0.2,0.0,0.0,-12.2,11.3,4550,151,4342.41,0.03316979422763161
2023-11-20,467.6,14.2,-0.8,0.2,0.0,0.0,-17.0,6.4,4850,151,4342.41,0.09702126621416442
2023-11-20,203.6,13.6,-0.6,-0.2,0.0,2.0,-11.2,11.0,4500,151,4342.41,0.022119958041046703
2023-11-20,339.1,13.4,-0.8,0.0,0.0,1.0,-15.0,8.3,4700,151,4342.41,0.06560506998078548
2023-11-20,513.5,14.7,-0.9,0.2,0.0,0.0,-17.5,6.5,4900,151,4342.41,0.10727776638135346
2023-11-20,536.8,15.0,-0.9,0.2,0.0,0.0,-17.7,6.5,4925,151,4342.41,0.1123668358888248
2023-11-20,379.9,13.5,-0.8,0.0,0.0,0.0,-15.8,8.5,4750,151,4342.41,0.07618717931132235
2023-11-20,607.8,15.9,-0.9,0.1,0.0,0.0,-18.3,6.5,5000,151,4342.41,0.12748047369887297
2023-11-20,265.3,13.3,-0.7,-0.1,0.0,0.0,-13.2,10.0,4600,151,4342.41,0.04409886475982181
2023-11-21,273.2,13.6,-0.7,-0.1,0.0,0.0,-13.2,9.9,4600,150,4331.9,0.04661170248421583
2023-11-21,389.5,14.0,-0.8,0.0,0.0,0.0,-15.7,8.4,4750,150,4331.9,0.07870001703571651
2023-11-21,348.2,13.7,-0.8,0.0,0.0,1.0,-14.9,8.3,4700,150,4331.9,0.06811790770517946
2023-11-21,210.2,13.8,-0.6,-0.2,0.0,2.0,-11.2,11.0,4500,150,4331.9,0.024632795765440554
2023-11-21,618.2,16.5,-0.9,0.1,0.0,0.0,-18.1,6.4,5000,150,4331.9,0.12999331142326703
2023-11-21,477.6,14.7,-0.8,0.1,0.0,0.0,-16.8,6.3,4850,150,4331.9,0.09953410393855833
2023-11-21,240.1,13.8,-0.6,-0.1,0.0,0.0,-12.2,9.6,4550,150,4331.9,0.03568263195202565
2023-11-21,309.4,13.7,-0.7,-0.1,0.0,0.0,-14.1,10.2,4650,150,4331.9,0.05742261858843158
2023-11-21,432.8,14.4,-0.8,0.0,0.0,1.0,-16.3,8.6,4800,150,4331.9,0.08917131690301183
2023-11-21,523.6,15.2,-0.9,0.1,0.0,0.0,-17.3,6.4,4900,150,4331.9,0.10979060410574755
2023-11-21,547.0,15.5,-0.9,0.1,0.0,0.0,-17.5,6.4,4925,150,4331.9,0.11487967361321888
2023-11-22,225.7,13.6,-0.6,-0.2,0.0,0.0,-11.9,11.2,4550,149,4352.02,0.031138360708254174
2023-11-22,414.5,14.1,-0.8,0.0,0.0,1.0,-16.1,8.5,4800,149,4352.02,0.0846270456592405
2023-11-22,504.6,14.9,-0.9,0.2,0.0,0.0,-17.1,6.4,4900,149,4352.02,0.10524633286197607
2023-11-22,371.6,13.7,-0.8,0.0,0.0,0.0,-15.4,8.4,4750,149,4352.02,0.07415574579194495
2023-11-22,458.9,14.4,-0.8,0.2,0.0,0.0,-16.6,6.3,4850,149,4352.02,0.09498983269478703
2023-11-22,598.6,16.1,-0.9,0.1,0.0,0.0,-18.0,6.4,5000,149,4352.02,0.1254490401794956
2023-11-22,527.8,15.1,-0.9,0.1,0.0,0.0,-17.4,6.4,4925,149,4352.02,0.11033540236944732
2023-11-22,292.9,13.4,-0.7,-0.1,0.0,0.0,-13.8,10.2,4650,149,4352.02,0.05287834734466017
2023-11-22,196.6,13.6,-0.6,-0.2,0.0,2.0,-10.8,10.9,4500,149,4352.02,0.02008852452166926
2023-11-22,257.8,13.4,-0.7,-0.1,0.0,0.0,-12.8,9.9,4600,149,4352.02,0.0420674312404446
2023-11-22,330.9,13.5,-0.8,0.0,0.0,1.0,-14.6,8.2,4700,149,4352.02,0.06357363646140807
2023-11-23,496.9,14.9,-0.8,0.1,0.0,0.0,-17.0,6.3,4900,148,4361.32,0.10320126320009615
2023-11-23,324.8,13.6,-0.7,0.0,0.0,1.0,-14.4,8.1,4700,148,4361.32,0.06152856679952818
2023-11-23,287.4,13.5,-0.7,-0.1,0.0,0.0,-13.5,10.1,4650,148,4361.32,0.050833277682780134
2023-11-23,520.0,15.1,-0.9,0.1,0.0,0.0,-17.2,6.4,4925,148,4361.32,0.10829033270756738
2023-11-23,407.3,14.1,-0.8,0.0,0.0,1.0,-15.9,8.5,4800,148,4361.32,0.0825819759973605
2023-11-23,221.5,13.7,-0.6,-0.2,0.0,0.0,-11.6,11.1,4550,148,4361.32,0.029093291046374262
2023-11-23,252.9,13.5,-0.7,-0.1,0.0,0.0,-12.6,9.8,4600,148,4361.32,0.040022361578564626
2023-11-23,193.2,13.8,-0.6,-0.2,0.0,2.0,-10.6,10.8,4500,148,4361.32,0.01804345485978919
2023-11-23,451.5,14.5,-0.8,0.1,0.0,0.0,-16.4,6.2,4850,148,4361.32,0.09294476303290697
2023-11-23,364.9,13.7,-0.8,0.0,0.0,0.0,-15.2,8.3,4750,148,4361.32,0.072110676130065
2023-11-23,590.5,16.0,-0.9,0.1,0.0,0.0,-17.8,6.4,5000,148,4361.32,0.12340397051761558
2023-11-24,486.4,14.6,-0.8,0.2,0.0,0.0,-16.8,6.3,4900,147,4372.1,0.10082217319569052
2023-11-24,316.0,13.6,-0.7,0.0,0.0,1.0,-14.2,8.1,4700,147,4372.1,0.05914947679512251
2023-11-24,441.3,14.3,-0.8,0.1,0.0,0.0,-16.3,6.2,4850,147,4372.1,0.09056567302850137
2023-11-24,579.7,15.7,-0.9,0.1,0.0,0.0,-17.7,6.4,5000,147,4372.1,0.12102488051320986
2023-11-24,355.6,13.6,-0.8,0.0,0.0,0.0,-15.0,8.3,4750,147,4372.1,0.06973158612565929
2023-11-24,509.4,14.9,-0.9,0.2,0.0,0.0,-17.1,6.4,4925,147,4372.1,0.10591124270316171
2023-11-24,187.1,13.8,-0.5,-0.2,0.0,2.0,-10.3,10.7,4500,147,4372.1,0.01566436485538369
2023-11-24,397.5,13.9,-0.8,0.0,0.0,1.0,-15.7,8.5,4800,147,4372.1,0.08020288599295473
2023-11-24,279.2,13.4,-0.7,-0.1,0.0,0.0,-13.3,10.0,4650,147,4372.1,0.0484541876783745
2023-11-24,245.4,13.5,-0.6,-0.1,0.0,0.0,-12.4,9.7,4600,147,4372.1,0.03764327157415882
2023-11-24,214.7,13.6,-0.6,-0.2,0.0,0.0,-11.4,11.0,4550,147,4372.1,0.0267142010419685
2023-11-27,503.1,14.8,-0.9,0.1,0.0,0.0,-16.7,6.3,4900,144,4354.41,0.10514525853590617
2023-11-27,292.5,13.6,-0.7,-0.1,0.0,0.0,-13.4,10.0,4650,144,4354.41,0.05277727301859022
2023-11-27,330.2,13.6,-0.8,0.0,0.0,1.0,-14.2,8.0,4700,144,4354.41,0.06347256213533825
2023-11-27,457.5,14.4,-0.8,0.1,0.0,0.0,-16.2,6.2,4850,144,4354.41,0.0948887583687172
2023-11-27,596.9,16.0,-0.9,0.1,0.0,0.0,-17.5,6.3,5000,144,4354.41,0.12534796585342575
2023-11-27,370.6,13.7,-0.8,0.0,0.0,0.0,-15.0,8.2,4750,144,4354.41,0.07405467146587506
2023-11-27,225.6,13.7,-0.6,-0.2,0.0,0.0,-11.5,11.0,4550,144,4354.41,0.03103728638218438
2023-11-27,196.9,13.9,-0.6,-0.2,0.0,2.0,-10.5,10.7,4500,144,4354.41,0.019987450195599325
2023-11-27,526.3,15.1,-0.9,0.1,0.0,0.0,-16.9,6.3,4925,144,4354.41,0.11023432804337747
2023-11-27,413.2,14.1,-0.8,0.0,0.0,1.0,-15.6,8.4,4800,144,4354.41,0.08452597133317054
2023-11-27,257.5,13.6,-0.7,-0.1,0.0,0.0,-12.4,9.7,4600,144,4354.41,0.04196635691437451
2023-11-28,512.8,15.4,-0.9,0.1,0.0,0.0,-16.5,6.2,4900,143,4348.02,0.10670340317547725
2023-11-28,338.4,14.0,-0.8,0.0,0.0,1.0,-14.1,8.0,4700,143,4348.02,0.06503070677490921
2023-11-28,231.6,13.9,-0.6,-0.2,0.0,0.0,-11.5,11.0,4550,143,4348.02,0.032595431021755404
2023-11-28,379.3,14.1,-0.8,0.0,0.0,0.0,-14.8,8.2,4750,143,4348.02,0.0756128161054462
2023-11-28,202.3,14.0,-0.6,-0.2,0.0,2.0,-10.5,10.6,4500,143,4348.02,0.02154559483517037
2023-11-28,536.1,15.7,-0.9,0.1,0.0,0.0,-16.7,6.2,4925,143,4348.02,0.11179247268294856
2023-11-28,264.3,13.8,-0.7,-0.1,0.0,0.0,-12.4,9.6,4600,143,4348.02,0.04352450155394573
2023-11-28,607.1,16.7,-0.9,0.1,0.0,0.0,-17.2,6.2,5000,143,4348.02,0.1269061104929966
2023-11-28,422.2,14.5,-0.8,0.0,0.0,1.0,-15.5,8.3,4800,143,4348.02,0.08608411597274167
2023-11-28,466.9,14.9,-0.8,0.1,0.0,0.0,-16.0,6.1,4850,143,4348.02,0.0964469030082881
2023-11-28,300.1,13.9,-0.7,-0.1,0.0,0.0,-13.3,9.9,4650,143,4348.02,0.0543354176581612
2023-11-29,319.5,13.8,-0.7,0.0,0.0,1.0,-13.8,7.9,4700,142,4370.53,0.05995658166236903
2023-11-29,247.8,13.7,-0.7,-0.1,0.0,0.0,-12.0,9.5,4600,142,4370.53,0.03845037644140542
2023-11-29,282.3,13.7,-0.7,-0.1,0.0,0.0,-12.9,9.8,4650,142,4370.53,0.04926129254562095
2023-11-29,188.9,14.0,-0.6,-0.2,0.0,2.0,-10.1,10.5,4500,142,4370.53,0.016471469722630153
2023-11-29,584.1,16.1,-0.9,0.1,0.0,0.0,-17.1,6.3,5000,142,4370.53,0.12183198538045636
2023-11-29,445.2,14.6,-0.8,0.1,0.0,0.0,-15.8,6.1,4850,142,4370.53,0.09137277789574788
2023-11-29,359.2,13.8,-0.8,0.0,0.0,0.0,-14.5,8.1,4750,142,4370.53,0.07053869099290587
2023-11-29,490.5,14.9,-0.8,0.1,0.0,0.0,-16.3,6.2,4900,142,4370.53,0.1016292780629369
2023-11-29,513.6,15.2,-0.9,0.1,0.0,0.0,-16.5,6.2,4925,142,4370.53,0.10671834757040823
2023-11-29,401.2,14.1,-0.8,0.0,0.0,1.0,-15.2,8.3,4800,142,4370.53,0.08100999086020119
2023-11-29,216.7,13.8,-0.6,-0.2,0.0,0.0,-11.1,10.9,4550,142,4370.53,0.02752130590921503
2023-11-30,208.2,13.7,-0.6,-0.2,0.0,0.0,-10.8,10.8,4550,141,4382.47,0.02488268578638776
2023-11-30,434.2,14.3,-0.8,0.1,0.0,0.0,-15.6,6.1,4850,141,4382.47,0.08873415777292071
2023-11-30,572.8,15.8,-0.9,0.1,0.0,0.0,-17.0,6.3,5000,141,4382.47,0.11919336525762914
2023-11-30,309.3,13.6,-0.7,-0.1,0.0,1.0,-13.6,10.0,4700,141,4382.47,0.057317961539541704
2023-11-30,238.7,13.6,-0.6,-0.1,0.0,0.0,-11.8,9.5,4600,141,4382.47,0.03581175631857806
2023-11-30,181.1,13.9,-0.5,-0.2,0.0,2.0,-9.8,10.4,4500,141,4382.47,0.01383284959980297
2023-11-30,348.6,13.6,-0.8,0.0,0.0,0.0,-14.4,8.1,4750,141,4382.47,0.06790007087007867
2023-11-30,390.4,13.9,-0.8,0.0,0.0,1.0,-15.0,8.3,4800,141,4382.47,0.0783713707373741
2023-11-30,502.4,14.9,-0.9,0.1,0.0,0.0,-16.4,6.2,4925,141,4382.47,0.10407972744758102
2023-11-30,479.4,14.7,-0.8,0.1,0.0,0.0,-16.1,6.2,4900,141,4382.47,0.09899065794010964
2023-11-30,272.5,13.5,-0.7,-0.1,0.0,0.0,-12.7,9.8,4650,141,4382.47,0.046622672422793714
2023-12-01,283.8,13.5,-0.7,-0.1,0.0,1.0,-13.0,9.9,4700,140,4418.51,0.0492175077777299
2023-12-01,404.5,14.2,-0.8,0.0,0.0,0.0,-15.2,8.3,4850,140,4418.51,0.0806337040111089
2023-12-01,361.8,13.8,-0.8,0.0,0.0,1.0,-14.5,8.1,4800,140,4418.51,0.07027091697556244
2023-12-01,449.0,14.7,-0.8,0.1,0.0,0.0,-15.7,6.1,4900,140,4418.51,0.0908902041782981
2023-12-01,248.9,13.6,-0.7,-0.1,0.0,0.0,-12.0,9.6,4650,140,4418.51,0.038522218660982065
2023-12-01,163.4,14.0,-0.5,-0.3,0.0,2.0,-9.1,11.1,4500,140,4418.51,0.0057323958379911135
2023-12-01,217.1,13.6,-0.6,-0.2,0.0,0.0,-11.1,10.9,4600,140,4418.51,0.027711302556766338
2023-12-01,471.8,14.9,-0.8,0.1,0.0,0.0,-16.0,6.1,4925,140,4418.51,0.09597927368576922
2023-12-01,188.6,13.8,-0.6,-0.2,0.0,0.0,-10.1,10.6,4550,140,4418.51,0.016782232024576186
2023-12-01,321.5,13.7,-0.7,0.0,0.0,0.0,-13.8,7.9,4750,140,4418.51,0.059799617108266936
2023-12-01,541.6,15.7,-0.9,0.1,0.0,0.0,-16.6,6.2,5000,140,4418.51,0.11109291149581753
2023-12-04,473.4,14.4,-0.9,0.1,0.0,0.0,-15.8,6.1,4925,137,4414.95,0.097054067030433
2023-12-04,406.2,13.9,-0.8,0.0,0.0,0.0,-15.0,8.3,4850,137,4414.95,0.08170849735577267
2023-12-04,250.8,13.5,-0.7,-0.1,0.0,0.0,-11.9,9.5,4650,137,4414.95,0.039597012005645846
2023-12-04,219.0,13.6,-0.6,-0.2,0.0,0.0,-11.0,10.8,4600,137,4414.95,0.028786095901430175
2023-12-04,190.5,13.8,-0.6,-0.2,0.0,0.0,-10.0,10.5,4550,137,4414.95,0.017857025369239866
2023-12-04,363.6,13.6,-0.8,0.0,0.0,1.0,-14.4,8.1,4800,137,4414.95,0.07134571032022605
2023-12-04,450.6,14.2,-0.8,0.1,0.0,0.0,-15.6,6.1,4900,137,4414.95,0.0919649975229618
2023-12-04,543.0,15.2,-0.9,0.1,0.0,0.0,-16.5,6.2,5000,137,4414.95,0.11216770484048114
2023-12-04,323.4,13.5,-0.8,0.0,0.0,0.0,-13.7,7.9,4750,137,4414.95,0.06087441045293061
2023-12-04,285.7,13.4,-0.7,-0.1,0.0,1.0,-12.8,9.8,4700,137,4414.95,0.05029230112239363
2023-12-04,165.3,14.1,-0.5,-0.3,0.0,2.0,-9.0,11.0,4500,137,4414.95,0.006807189182654851
2023-12-05,197.9,13.8,-0.6,-0.2,0.0,0.0,-10.2,10.6,4600,136,4452.77,0.020345819473027247
2023-12-05,334.6,13.9,-0.8,-0.0,0.0,1.0,-13.7,7.9,4800,136,4452.77,0.06290543389182317
2023-12-05,375.7,14.0,-0.8,0.0,0.0,0.0,-14.4,8.1,4850,136,4452.77,0.07326822092736975
2023-12-05,171.6,14.1,-0.5,-0.3,0.0,0.0,-9.2,11.1,4550,136,4452.77,0.00941674894083698
2023-12-05,227.4,13.8,-0.6,-0.2,0.0,0.0,-11.2,10.9,4650,136,4452.77,0.031156735577242873
2023-12-05,260.2,13.7,-0.7,-0.1,0.0,1.0,-12.1,9.6,4700,136,4452.77,0.041852024693990825
2023-12-05,296.1,13.7,-0.7,-0.1,0.0,0.0,-12.9,9.8,4750,136,4452.77,0.05243413402452776
2023-12-05,418.8,14.5,-0.8,0.0,0.0,0.0,-15.0,8.2,4900,136,4452.77,0.08352472109455884
2023-12-05,509.6,15.4,-0.9,0.1,0.0,0.0,-16.0,6.1,5000,136,4452.77,0.10372742841207828
2023-12-05,148.5,14.3,-0.5,-0.3,0.0,2.0,-8.3,10.8,4500,136,4452.77,-0.0016330872457479917
2023-12-05,441.1,14.7,-0.8,0.1,0.0,0.0,-15.3,6.0,4925,136,4452.77,0.08861379060203012
2023-12-06,133.0,14.2,-0.4,-0.3,0.0,2.0,-7.7,10.7,4500,135,4483.26,-0.008367584140310861
2023-12-06,305.1,13.1,-0.7,0.0,0.0,1.0,-13.4,7.9,4800,135,4483.26,0.05617093699726044
2023-12-06,268.5,13.0,-0.7,-0.1,0.0,0.0,-12.5,9.8,4750,135,4483.26,0.04569963712996494
2023-12-06,177.4,13.6,-0.5,-0.2,0.0,0.0,-9.6,10.5,4600,135,4483.26,0.013611322578464353
2023-12-06,385.8,13.3,-0.8,0.0,0.0,0.0,-14.9,8.3,4900,135,4483.26,0.0767902241999961
2023-12-06,407.4,13.4,-0.8,0.1,0.0,0.0,-15.2,6.1,4925,135,4483.26,0.08187929370746731
2023-12-06,474.6,13.9,-0.9,0.2,0.0,0.0,-16.0,6.3,5000,135,4483.26,0.09699293151751551
2023-12-06,234.9,13.2,-0.6,-0.1,0.0,1.0,-11.6,9.5,4700,135,4483.26,0.03511752779942791
2023-12-06,204.5,13.3,-0.6,-0.2,0.0,0.0,-10.6,10.8,4650,135,4483.26,0.024422238682680075
2023-12-06,344.2,13.1,-0.8,0.0,0.0,0.0,-14.2,8.2,4850,135,4483.26,0.0665337240328069
2023-12-06,153.5,13.8,-0.5,-0.3,0.0,0.0,-8.7,11.0,4550,135,4483.26,0.0026822520462742093
2023-12-07,490.5,15.1,-0.8,0.1,0.0,0.0,-15.7,6.1,5000,134,4473.77,0.0992015273166529
2023-12-07,246.6,13.8,-0.7,-0.1,0.0,1.0,-11.6,9.4,4700,134,4473.77,0.0373261235985654
2023-12-07,281.2,13.7,-0.7,-0.1,0.0,0.0,-12.5,9.7,4750,134,4473.77,0.04790823292910245
2023-12-07,318.6,13.9,-0.7,-0.0,0.0,1.0,-13.3,7.8,4800,134,4473.77,0.05837953279639775
2023-12-07,139.9,14.5,-0.4,-0.3,0.0,3.0,-7.9,10.7,4500,134,4473.77,-0.006158988341173336
2023-12-07,358.6,13.9,-0.8,0.0,0.0,0.0,-14.0,8.0,4850,134,4473.77,0.06874231983194444
2023-12-07,161.7,14.2,-0.5,-0.3,0.0,0.0,-8.8,11.0,4550,134,4473.77,0.004890847845411642
2023-12-07,400.9,14.3,-0.8,0.0,0.0,0.0,-14.6,8.1,4900,134,4473.77,0.07899881999913344
2023-12-07,186.8,14.0,-0.6,-0.3,0.0,106.0,-9.7,10.4,4600,134,4473.77,0.015819918377601806
2023-12-07,422.7,14.5,-0.8,0.0,0.0,0.0,-14.9,8.2,4925,134,4473.77,0.08408788950660477
2023-12-07,215.0,13.8,-0.6,-0.2,0.0,0.0,-10.7,10.7,4650,134,4473.77,0.026630834481817547
2023-12-08,279.9,13.4,-0.7,-0.1,0.0,1.0,-12.5,9.8,4800,133,4523.31,0.04745654872045885
2023-12-08,184.6,13.6,-0.6,-0.2,0.0,100.0,-9.8,10.5,4650,133,4523.31,0.015707850405878417
2023-12-08,379.0,13.9,-0.8,0.0,0.0,0.0,-14.4,8.2,4925,133,4523.31,0.0731649054306657
2023-12-08,444.9,14.6,-0.8,0.1,0.0,0.0,-15.3,6.0,5000,133,4523.31,0.08827854324071394
2023-12-08,137.3,14.1,-0.4,-0.3,0.0,166.0,-7.9,10.8,4550,133,4523.31,-0.006032136230527459
2023-12-08,118.2,14.5,-0.4,-0.4,0.0,209.0,-7.0,10.5,4500,133,4523.31,-0.017081972417112366
2023-12-08,317.7,13.6,-0.7,-0.0,0.0,0.0,-13.4,7.9,4850,133,4523.31,0.05781933575600547
2023-12-08,244.9,13.5,-0.7,-0.1,0.0,0.0,-11.7,9.5,4750,133,4523.31,0.0369852488531634
2023-12-08,358.0,13.7,-0.8,0.0,0.0,0.0,-14.1,8.1,4900,133,4523.31,0.0680758359231944
2023-12-08,213.1,13.5,-0.6,-0.2,0.0,1.0,-10.7,10.9,4700,133,4523.31,0.02640313952262642
2023-12-08,159.3,13.8,-0.5,-0.3,0.0,106.0,-8.8,11.1,4600,133,4523.31,0.004896934301662965
2023-12-11,423.7,13.4,-0.8,0.1,0.0,0.0,-15.1,6.1,5000,130,4540.19,0.08482247569380988
2023-12-11,298.8,12.9,-0.7,0.0,0.0,0.0,-13.1,7.9,4850,130,4540.19,0.0543632682091012
2023-12-11,228.4,13.0,-0.6,-0.1,0.0,0.0,-11.3,9.4,4750,130,4540.19,0.03352918130625919
2023-12-11,262.1,12.8,-0.7,-0.1,0.0,1.0,-12.2,9.7,4800,130,4540.19,0.044000481173554706
2023-12-11,198.0,13.1,-0.6,-0.2,0.0,1.0,-10.3,10.7,4700,130,4540.19,0.022947071975722346
2023-12-11,147.1,13.6,-0.5,-0.3,0.0,141.0,-8.3,10.9,4600,130,4540.19,0.0014408667547587345
2023-12-11,109.0,14.3,-0.4,-0.4,0.0,227.0,-6.6,10.3,4500,130,4540.19,-0.020538039964016534
2023-12-11,170.9,13.3,-0.5,-0.2,0.0,189.0,-9.3,10.4,4650,130,4540.19,0.012251782858974264
2023-12-11,338.1,12.9,-0.8,0.0,0.0,0.0,-13.8,8.1,4900,130,4540.19,0.06461976837629041
2023-12-11,358.7,13.0,-0.8,0.0,0.0,0.0,-14.2,8.2,4925,130,4540.19,0.06970883788376164
2023-12-11,126.6,14.0,-0.4,-0.3,0.0,215.0,-7.4,10.6,4550,130,4540.19,-0.009488203777431547
2023-12-12,199.8,13.0,-0.6,-0.2,0.0,1.0,-10.3,10.7,4700,129,4536.61,0.02382548531296594
2023-12-12,363.5,13.2,-0.8,0.0,0.0,0.0,-14.1,8.1,4925,129,4536.61,0.07058725122100512
2023-12-12,429.4,13.7,-0.8,0.1,0.0,0.0,-14.9,6.0,5000,129,4536.61,0.08570088903105333
2023-12-12,302.5,13.0,-0.7,0.0,0.0,0.0,-13.0,7.8,4850,129,4536.61,0.05524168154634471
2023-12-12,230.8,13.0,-0.7,-0.1,0.0,0.0,-11.3,9.4,4750,129,4536.61,0.034407594643502896
2023-12-12,342.6,13.1,-0.8,0.0,0.0,0.0,-13.8,8.0,4900,129,4536.61,0.06549818171353383
2023-12-12,172.3,13.3,-0.5,-0.2,0.0,189.0,-9.3,10.4,4650,129,4536.61,0.013130196196217959
2023-12-12,109.3,14.2,-0.4,-0.4,0.0,389.0,-6.6,10.3,4500,129,4536.61,-0.019659626626772977
2023-12-12,265.2,12.9,-0.7,-0.1,0.0,1.0,-12.2,9.7,4800,129,4536.61,0.04487889451079832
2023-12-12,148.1,13.5,-0.5,-0.3,0.0,141.0,-8.4,10.9,4600,129,4536.61,0.002319280092002309
2023-12-12,127.3,13.9,-0.4,-0.3,0.0,215.0,-7.4,10.6,4550,129,4536.61,-0.00860979044018798
2023-12-13,308.5,13.1,-0.8,0.0,0.0,0.0,-13.0,7.8,4850,128,4530.19,0.0567474264688852
2023-12-13,236.1,13.1,-0.7,-0.1,0.0,0.0,-11.3,9.4,4750,128,4530.19,0.035913339566043284
2023-12-13,152.2,13.6,-0.5,-0.3,0.0,141.0,-8.4,10.9,4600,128,4530.19,0.0038250250145427634
2023-12-13,204.7,13.2,-0.6,-0.2,0.0,1.0,-10.3,10.7,4700,128,4530.19,0.025331230235506274
2023-12-13,369.8,13.3,-0.8,0.0,0.0,0.0,-14.1,8.1,4925,128,4530.19,0.07209299614354568
2023-12-13,112.7,14.3,-0.4,-0.4,0.0,369.0,-6.6,10.3,4500,128,4530.19,-0.018153881704232513
2023-12-13,270.8,13.0,-0.7,-0.1,0.0,1.0,-12.2,9.7,4800,128,4530.19,0.046384639433338544
2023-12-13,435.8,13.8,-0.8,0.1,0.0,0.0,-14.9,6.0,5000,128,4530.19,0.08720663395359374
